"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Industrial_Energy_Demand","Energy_Security_Pressure","Low","Low","2","4","Higher German industrial energy demand increases EU/global energy security pressure; lower demand reduces it. Diagonal and opposite corners scored ±2 with confidence 4; medium row and off-diagonal ±1 or 0 with confidence 3."
"Industrial_Energy_Demand","Energy_Security_Pressure","Low","Medium","1","3","Higher German industrial energy demand increases EU/global energy security pressure; lower demand reduces it. Diagonal and opposite corners scored ±2 with confidence 4; medium row and off-diagonal ±1 or 0 with confidence 3."
"Industrial_Energy_Demand","Energy_Security_Pressure","Low","High","-2","4","Higher German industrial energy demand increases EU/global energy security pressure; lower demand reduces it. Diagonal and opposite corners scored ±2 with confidence 4; medium row and off-diagonal ±1 or 0 with confidence 3."
"Industrial_Energy_Demand","Investment_Availability","High","Low","2","4","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","High","Medium","1","3","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","High","High","-2","4","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Medium","Low","1","3","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Medium","Medium","2","4","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Medium","High","0","3","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Low","Low","-2","4","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Low","Medium","0","3","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Industrial_Energy_Demand","Investment_Availability","Low","High","2","4","High industrial demand promotes Low/Medium investment availability and hinders High (capital competition/crowding out); Low demand hinders Low and supports High; medium demand supports Medium and weakly supports Low; confidence 4 on main-effect cells, 3 on mixed cells."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Low","High emissions","2","4","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Low","Medium","1","3","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Low","Net-zero aligned","-2","4","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Medium","High emissions","-1","3","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Medium","Medium","2","4","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","Medium","Net-zero aligned","1","3","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","High","High emissions","-2","4","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","High","Medium","-1","3","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Decarbonisation_Outcome","High","Net-zero aligned","2","4","Fossil price pressure is a well-established driver of decarbonisation incentives: low pressure supports high emissions and hinders net-zero; high pressure supports net-zero and hinders high emissions; diagonal and anti-diagonal cells scored with confidence 4, off-diagonal with 3; scores ±2 on corners to allow for other factors."
"Fossil_Price_Pressure","Policy_Stringency","Low","Low","2","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","Low","Medium","0","3","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","Low","High","-2","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","Medium","Low","-1","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","Medium","Medium","2","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","Medium","High","1","3","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","High","Low","-2","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","High","Medium","2","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Policy_Stringency","High","High","3","4","High fossil price pressure supports high policy stringency and hinders low; low pressure supports low stringency and hinders high; medium pressure supports medium stringency; confidence 4 for clear cells, 3 for Low→Medium and Medium→High."
"Fossil_Price_Pressure","Permitting_Pace","Low","Slow","2","4","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","Low","Medium","0","3","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","Low","Fast","-2","4","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","Medium","Slow","-1","3","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","Medium","Medium","1","3","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","Medium","Fast","1","3","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","High","Slow","-2","5","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","High","Medium","0","4","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Permitting_Pace","High","Fast","2","5","High fossil price pressure supports fast permitting and hinders slow; low pressure supports slow and hinders fast; medium pressure weakly supports medium/fast; confidence highest on extreme cells (High–Slow, High–Fast, Low–Slow, Low–Fast)."
"Fossil_Price_Pressure","Renewables_Deployment","Low","Low","2","4","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","Low","Medium","0","3","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","Low","High","-2","4","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","Medium","Low","-1","3","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","Medium","Medium","2","4","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","Medium","High","2","4","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","High","Low","-3","5","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","High","Medium","2","4","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Renewables_Deployment","High","High","3","5","High fossil price pressure supports high renewables deployment and strongly hinders low; low pressure supports low and hinders high; diagonal and adjacent cells aligned with economic incentive; confidence 5 on 3.1 and 3.3, 4 on most others, 3 where direction is moderate."
"Fossil_Price_Pressure","Technology_Costs","Low","High","2","4","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","Low","Medium","1","3","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","Low","Low","-2","4","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","Medium","High","0","3","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","Medium","Medium","0","3","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","Medium","Low","1","3","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","High","High","-2","4","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","High","Medium","1","3","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Technology_Costs","High","Low","2","4","High fossil price pressure promotes low technology costs (scale and learning); low pressure promotes high costs; medium pressure is neutral for medium costs and weakly supports low; confidence 4 on main diagonal-opposite cells, 3 on off-diagonal and medium-source cells."
"Fossil_Price_Pressure","Hydrogen_Role","Low","Limited","2","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","Low","Moderate","0","3","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","Low","Major","-2","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","Medium","Limited","-1","3","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","Medium","Moderate","2","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","Medium","Major","1","3","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","High","Limited","-2","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","High","Moderate","1","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Hydrogen_Role","High","Major","3","4","High fossil price pressure supports a major hydrogen role and hinders a limited one; low pressure supports limited and hinders major; medium pressure supports moderate role; diagonal (Low→Limited, Medium→Moderate, High→Major) positive, opposite corners negative; confidences 3–4 based on price-substitution logic and post-2022 evidence."
"Fossil_Price_Pressure","Grid_Development","Low","Lagging","1","4","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","Low","Moderate","0","3","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","Low","Strong","-2","4","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","Medium","Lagging","-1","3","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","Medium","Moderate","2","4","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","Medium","Strong","1","3","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","High","Lagging","-2","4","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","High","Moderate","0","3","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Grid_Development","High","Strong","2","5","High fossil price pressure supports Strong grid and hinders Lagging; Low pressure supports Lagging and hinders Strong; diagonal alignment with evidence from post-2022 price shocks for high confidence on High→Strong."
"Fossil_Price_Pressure","Electrification_Pace","Low","Slow","2","4","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","Low","Medium","-1","3","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","Low","High","-2","4","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","Medium","Slow","-1","3","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","Medium","Medium","1","3","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","Medium","High","1","3","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","High","Slow","-2","4","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","High","Medium","1","3","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Electrification_Pace","High","High","2","4","High fossil price pressure supports faster electrification in Germany (3→3 +2, 3→1 −2); low pressure supports slow electrification (1→1 +2, 1→3 −2). Medium pressure supports medium electrification. Confidence 4 on aligned corners, 3 on off-diagonal and 2→* cells."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Low","High","2","4","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Low","Medium","1","3","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Low","Low","-2","4","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Medium","High","0","2","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Medium","Medium","1","3","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","Medium","Low","1","3","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","High","High","-2","4","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","High","Medium","-1","3","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Industrial_Energy_Demand","High","Low","2","4","High fossil price pressure supports low industrial energy demand and hinders high; low pressure supports high demand and hinders low; medium pressure yields weak support for medium/low demand and no support for high; confidence 4 on main causal cells, 2 where influence is absent or ambiguous."
"Fossil_Price_Pressure","Public_Acceptance","Low","Low","2","4","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","Low","Medium","0","3","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","Low","High","-2","4","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","Medium","Low","0","3","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","Medium","Medium","0","3","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","Medium","High","1","3","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","High","Low","-2","4","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","High","Medium","1","3","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Public_Acceptance","High","High","2","4","High fossil price pressure supports high public acceptance and hinders low; low pressure supports low acceptance and hinders high; medium pressure weakly supports high acceptance; corner cells ±2 with confidence 4, others 0 or ±1 with confidence 3."
"Fossil_Price_Pressure","Land_Use_Conflict","Low","High","-2","4","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","Low","Medium","-1","3","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","Low","Low","2","4","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","Medium","High","1","3","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","Medium","Medium","0","3","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
"Fossil_Price_Pressure","Land_Use_Conflict","Medium","Low","1","2","High fossil price pressure increases demand for land for renewables and infrastructure, supporting high land-use conflict and hindering low conflict; low pressure does the opposite; medium pressure has intermediate effects; confidences 2–4."
